ID;text;group
759;'Does anyone know site where could some RenderMan shaders? newsgroup which discussion information about RenderMan? I\'m RenderMan (Mac) family, I\'d like much info hands Thanks! Andy Bates. --------------------------------------------------------------------------- Andy Bates.';1
1151;'Jim Andy both have incorrect believe: *facts* what there, processes that exist present physical evidence processes having occured past. These *facts* exist with without theory. *theory* tries explains *facts* they relate rest physical universe manner that both coherent useful, that used make predictions. *facts* gravity, evolution, electromagnetic radiation, relativity, atoms will exist behave which they behave regardless whether have theory explain they interact... even why. theory never really becomes fact... theory predict existence previously unknown fact, find this fact theory predicted *theory* *supported* *facts*. theory mental construct, speculation, model. good model, useful. science theory something that supported evidence, considerable evidence, sometimes *all* evidence. *hypothesis* fledgling theory because there enough evidence support When hypothesis proposed replace existing theory, must explain *all* facts that current theory explains least some facts that current theory could and/or predict facts. simple.... I\'m surprised that this subject gets beat death about once month. quick glance dictionary would clear 99\% confusion bandwidth this newsgroup. Then could talk about really important things like, have nipples? -David Utidjian- utidjian@remarque.berkeley.edu;3
176;'Stuff deleted five schools best knowledge) support death sentence apostasy WHEN accompanied open, persistent, aggravated hostility Islam. Otherwise agree, there legal support punishment disbelief. Qur\'an makes clear that belief matter conscience. Public private disavowal Islam conversion another faith punishable (there some jurists have gone against this trend insisted that apostasy punishable (even death) historically they exception. Cursing Insulting Prophets falls under category Shatim.;0
370;Well, could argument that some here about nature claim that cannot have superhuman powers because human- superhuman powers beyond what human has, since human, powers have beyond those human. Hence, cannot have superhuman powers. Sound good you? Anyway, evidence question: depends context. this group, since posting from american college site, I\'m willing take given that have pair blue jeans. And, assuming there some coherency your position, will take given that have superhuman powers. Arguments evidence themselves, some respects. Yep. Good. Extra evidence? don\'t start with evidence all? cannot evidence which cynics this group would ever accept. second, foundation religion. Anyone claims have seen risen Jesus (back period) believer, therefore discounted those this group- since these ancients anyway, again choose dismiss whole thing. third much metaphysical relationship anything else-- even those agree have argued length over what *means*, again don\'t evidence possible. thus interpret extraordinary claims claim statement that speaker will accept *any* evidence matter.';0
484;Yes, unless observer rest with respect singularity infinite distance away. observer close approach will particle finite time. Peter';0
803;Precisely. There\'s objective medicine- some people marvellous results from alternative therapy, others only respond traditional medicine. There\'s objective physics- Einstein Bohr have told that. There\'s objective reality. should sufficient prove that. consider useful fiction- abstract ideal strive towards. Like ideal light inextensible string, doesn\'t actually exist- talk about things they were like wrong.;3
1164;need help creating perspective matrix. I\'d like this transforming some texture mapping code from Graphics Gems have many books which talk about this, none them simple plain english. have Graphics Gems I\'m talking about page 678. I\'d like have perspective matrix that handles different field-of-views aspect course. Thank\'s your help. Yes, course everything personal opinion!';1
332;'Well, better shuttle your launch vehicle. most ELV\'s have backlog political messages. during campaign season, candidates president launched one, right around we\'d getting launch PEROT they used shuttle, we\'d seeing launches NIXON more then ever.';2
927;Precisely position. newbie, tried point-by-point approach debate with these types. wasted both time lifespan. Ignoring them option, since they don\'t away, doing would leave with large stretches complete anonymity this group. Bob, I\'ve posted here long enough your name times, can\'t recall point point approach anything you\'ve contributed. I\'m (probably senile) have just forgotten, could post example your invincible logic, might memory.';0
306;if.... Anyway, question identifiable, which -Tim';3
1342;Voyager unusual luck stable trajectory solar system. it\'s doing collecting fields data, routinely squirting down. mariners also stable solar orbit, still providing similiar solar data. Something planetary orbit, subject much more complex forces. Comsats, stable geosynch orbits, require almost daily stationkeeping operations. occasional deep space bird, like after pluto, sure could left auto-pilot. things like galileo magellan, i\'d suspect they need enough housekeeping that even untended they\'d unusable after while. better question should transfer birds separate agency with continous funding support these kind ongoing science missions. \tWhen ongoing mentioned, seems always quote Operations Data analysis. much would cost collect data analyzed whenever. kinda like that landsat data that around years before someone analyzed ozone hole.';2
749;especially unhappy that these people died assault private property with government armored vehicles. also unhappy actually, very suspicious) that dismissing hand chances that they might have accidentally blaze themselves. mean, guess just supposed believe that ramming modified tanks into walls building injecting toxic gases into building just routine procedures, anything could wrong.;3
108;Perhaps because just made up?';0
1006;Hallo POV-Renderers I\'ve BocaX3 Card. displaying True Colors while rendering. I\'ve tried most options UNIVESA-Driver what happens isn\'t correct. anybody help;1
544;agree, spend much energy nonexistance God. Satan Angels have freewill. They what tells them;0
320;\tTake second look non-toxic, non-flammable: \t\tMACE (sold tothe public) supposedly nontoxic. \t\tWhatthey tell that mace directly \t\ton linings lungs (such direct snort \t\tthe face) above certain quantities, reacts similarly \t\tto mustard inhalation. \t\t\tI know: father grandfather were exposed \t\t\tto poison WWII- went through \t\t\tthe side effects WEAPON, including those \t\t\tnon-toxic aerosols. \t\tWHat label ACTUALLY means \t\t\tusually, wont kill \t\t\tit give permanent asthsma \t\t\tbut that\'s better than blowing hole your \t\t\t\thead \t\tALL aerosols flammable HAVE ENOUGH OXYGEN \t\tAND WITH RIGHT IGNITER. SOme most \t\tnon-flammable substances known will BOOM SEARFLAME \t\tif with right combo. \t\tLet\'s take one: trash fire. Makes black smoke- \t\talready burned right? Can\'t boom, right? Wrong. \t\tSuck that smoke (made paper that carbonized, \t\tor burned about 35\% fuel into \t\tconditioning return, with about air, light \t\ta match. feet conduit about same, when \t\tfilled with that smoke mixture, pounds \t\t\tTHAT fire codes OPEN CEILING \t\t\tTILES BUILDINGS. Because stories \t\t\ta building have blown nonflammable _smoke_ \tSo: \t\tTake little nonflammable aerosol \t\tMix with gasoline kerosene fumes \t\t\tNO electricity, remeber? heating \t\t\ton WACO plains? Boil water drink \t\t\tsince water off? \t\tliberally allow settle hours \t\tFumes vent down into underground, Davidians \t\tmove children UPSTAIRS saferoom (they one, \t\tarmor plated, remember?) BREATH, because kids sick \t\tand from tear gas. \t\tand along comes tracer, spark, what have you: \t\t\teveryone burns death. thinking before opening mouth: have happened Gmen did.';3
1275;Gee, since ignored entire substance substantial post, nerve claiming that don\'t understand what\'s being talked about. Respond previous post shut fuck You\'re really annoying. Maddi Hausmann madhaus@netcom.com Centigram Communications Corp Jose California 408/428-3553';0
251;'Fact rumor....? Madalyn Murray O\'Hare atheist eliminated bible reading prayer public schools years going appear before with petition stop reading Gospel airways America. also campaigning remove Christmas programs, songs, from public schools. true then mail Federal Communications Commission 1919 Street Washington 20054 expressing your opposition request. Reference Petition number';3
1507;what you\'re saying that your mind made you\'ll just explain away differences being statistically insignificant? you\'ll just explain away inconsistancies your theory being special case. just equated them. Re-read your words. study release 1991 found that 11\% female seagulls lesbians. Now, apply this last sentence your YOUR theory. Notice your contridicting observations? don\'t know much math, you? ability determine length third side triangle fundemental geometry. Goals postulates. Again, goals this objective/natural morality system proposing survival species, then homosexuality immoral.';0
87;Well, you\'re going have practice, you\'re getting hang Soon we\'re going have give nickname. these size: Tammy Lucky Seven Healy Tammy Pass falafel Healy Tammy Healy Tammy Learning Doing Healy Maddi Never Useful Post Hausmann Maddi Hausmann madhaus@netcom.com Centigram Communications Corp Jose California 408/428-3553';0
706;anyone else experienced anything like this? this just means that need replace screen then guess I\'ll have thought that death screen would little less dramatic when eventually happened. didn\'t want take repaired before asked about this because already know what they\'ll say: Yep, gotta have this replaced it\'s gonna cost $???. I\'ve only computer about months. Only?!? That\'s long time! (echoing above posting) market going nowadays, your machine\'s obsolete weeks before Sounds like you\'ll have sink *some* money into repair, that\'s sometimes necessary equipment. that reasonable life cycle display? think months with nothing wrong until quite reasonable. bought Compaq Toshiba, might have reasonably expected machine last longer before something went wrong- that\'s moot point, perhaps. ----------------------------------------------------------------------- sandy santra trevor@netcom.com berkeley, california trevor@well.sf.ca.us';1
1894;there connect pointing devices serial port? haven\'t tried this believe they would interfere with each other even only time would used. \tJust switch RS232. Look Computer Shopper. They available fairly cheap. They allow switching between serial devices single port. Unfortunately poster wants internal external modem switch isn\'t going help them. aren\'t using your ports anything else, just define them different ports. Define your internal modem say, com1, your external modem com3. really shouldn\'t have worry about interrupt conflicts since won\'t using both modems same time;1
1216;Seems Koresh another messenger that killed message carried. (Which says nothing about character messenger.) reckon we\'ll have find rest hard way. Koresh killed because wanted lots illegal guns.';3
644;graPHIGS from IBM... excellent package! Doug;1
71;doubt there good prospects self armoring system venus surface conditions (several hundred degrees, very high pressure CO2, possibly sulfuric nitric acids oxides notion consider outer planets where might pick ices under less extream upper atmosphere conditions buying deeper penetration. nice creative idea, unlikly worthy thinking about.;2
1986;Pardon trying apply human terms non-humans? think there must some confusion here. I\'m saying that animal behaviour instinctive then does *not* have moral sugnificance. does refusing apply human terms animals turned into applying human terms? I\'m sure think this, about trying convince I\'ve offered, four times, think, accept your definition allow ascribe moral significence orbital motion planets. silly less silly. what Livesey finds intuitive silly what Schneider finds intuitive less silly. that\'s devastating argument, isn\'t it.';0
271;Marian CATHOLIC high school, outside chicago: south ASHLAND avenue. Actually, Satanism technically inverted Catholicism.;3
1280;'... \tIt\'s amazing everyone automatically blames side other. \tOne thing sure: Koresh will have chance defend himself \tagainst statements (lacking fact COurt sponsored verification) \tmade agents participated situation that killed him. \t\tI don\'t know they murdered him- also don\'t know \t\tthat Branch Davidians fire suicidede. \t\tIt SICK BATF spokepeople make such \t\tcomments advance forensic pathology. \tStephen: thank you. speed. \tYah. \tBINGO. only notice: \ta)\tNo peaceful attempt serve warrant. \tb)\tSix months develop scene days \tc)\t.... God: \t\t\t25 children \t\t\tat least adults \t\t\tplus beginning \t\t\tand more BATF agents \t\t\tall dead. \tHas anyone asked themselves these questions: \t1) Have seen ENTIRE video sequences taken during opening rounds? seem recall missing several parts: \t\ta) first five minutes one- only shooting \t\t part comes out. \t\tb) What happened Feds video units? mean they \t\t carry helmet cams? Wonder not? \t2) have camera crews with live transmission video present have uninterrupted record? \t\ta) realize units carry ittle bitty backups? \t\t\tThat hold minutes unit? there \t\t\ttwounits professional handhelds \t\t\ttape turnover gaps)? \t\tb) Until views seen, premature point \t\t\tfingers either direction. \tAs well point out, Stephen. \tMore this below. \tYes. hard toremain human under full \tpressure hazard, game playing, life. \tMore point: when someone dies (almost like intended \tthat way), both sides will kill maintain their innocence \t\ta contradiction terms. \tTrue. Usually pick unpopular side point \tfrom evidence seen what might have alternatively happened. \tThis requires someone interested God\'s Will. Please note \tthat outstanding _overt_ problem this country today \tis where Government: \t\twants Caesar\'s coin debt. \tYes: AMerican People. Federal Government. \tANd spent towards that end, _no_one_ deserves \tthe coin. \tYah. Fewpeople hear contradiction: \t\tMoney \t\tmade \t\tin image \t\tof wish were wrong. Many pundits saying years. \tThe onyl good thing come divorce (and \texposure Damned (pardon American Divorce Attorney \tis: \t\tI have money left lose taxes inflation. \t25 children dead. anyone thinks blaming Koresh BATF \thelps this all, sick. wrong. \t\tThe reason tell that BATF entirely \t\tstraight this that leaders press conferences \t\thavew made comments about even POSSIBILITY that \t\tKoresh followers caused this. \t\tThe BATF agentss more concerned with their repuations \t\tand morals (not fault, Koresh it!) than they \t\tare with: \t\t\t25 dead children. \tSame goes Koresh followers (mostly) dead. \tMore power favoritism. personal opinion). \tLook history: whenever privilege replaced whatever \ttoken objective justice society had, \t\tHitlerrs have followed. \tYou your name sake proud, Stephen. \tIts hard, please keep keeping \t\teach voice wilderness will \t\tsave generation unborn from horror \tThe _need_ abomb protect myself this \tsociety that society already beyond redemption \t\tand that aint\' redundant, have Christian \t\tbelief aytall. \t... that cannot peacefully enjoin others \tact that Thoreau called Civil Disobedience rectify \twrongs that society practises, without undue harm \tpunishment befalling that society ceased \tbe human society, become society animals. \t\tWe _very_ cclose that. \tSix years fighting unjust COurt issue: still struggling \tpatient. those like contrary questions: \tNB: there. Branch Davidian \tofficial hater. hate liars letter variety same. \tThe official side advocates already- lets balance \tequation questions other side, sake \tof BATF seem want bypass: \t\tinnocent until proven guilty. \tnot \t\tinnocent until presumed guilty. \t1) Where video tapes from tanks? them. \t\tDon\'t tell they exist. They standard \t\tequipment. \t2) think Koresh fired place, because explosion? \t\ta) Tear comes with aerosol spread This \t\t aerosol DELIBERATELY made non-flammable \t\t possible. non-flammable possible. \t\t\t.... gotcha! \t\t when isolation from other substances. \t\t pipe deliveryu system used rather than remote \t\t launchers? announce this window, \t\t blown plus tear gas, five minutes- then wall come \t\t down, maintain left right sequence? \t\tb) Most aerosols also have secondary compound, that when \t\t mixed becomes VERY flammable (and difficult trace) \t\t suspension, with VERY special property: exposure \t\t brief eruptions high heat (muzzle blasts) long \t\t exposure heat (matches, stove) will tend \t\t ignite. \t\t\tWhat other chemicals come forensics? \t\t\tWho else will allowed test site? \t\tc) After minutes hours (ifdesired, combnation \t\t rate controlled desired), mixture made \t\t become veryignitable exposure temperature \t\t above certain point tracer round) certain \t\t heat quantity small explosive charge) length \t\t time (start wall fire wait). \t\t\tCheck your military records- look tapes. \t\t\tWhy were tanks (large capacity delivey systems), \t\t\ttear (why somnorifics?), (why \t\t\tthe hurry. there still comm channel open \t\t\tto outside?). \t\t\tDo trace fire coming BACK \t\t\tcompound videos? videos? Which ones \t\t\tare missing? \tDo sound paranoid? Maybe. Probably not. \tYou trust BATF render judgement? \t\tIN advance Court? help \t\t\t(For surely helping ourselves). \tYou trut Federal Gevernment give clean slate? \t\tYou trillion (admitted!) down counting. \t\tLook again. \tDid happen that way? know. there. \t\tAND SHOULD WAIT COURT DECIDE. \tBut will that happen? people will have chance \t\tto tell their side BATF leader was, camera. wins. Except: more force next time. \tListen your hearts, people. Thanx again Stephen. andrew crabtree';3
263;'BIOLOGICAL ALCHEMY ANOTHER Form COLD FUSION ALTERNATIVE Heavy Element Creation Universe very simple experiment demonstrate (PROVE) FACT BIOLOGICAL TRANSMUTATIONS (reactions like etc.), described BOOK Biological Transmutations Louis Kervran, [1972 Edition BEST.], Chapter book SECRET LIFE PLANTS Peter Tompkins Christopher Bird, 1973: Obtain good sample plant seeds, same kind. [Some kinds might work better that others.] Divide sample into groups equal weight number. Sprout group distilled water filter paper three four weeks. Separately incinerate both groups. Weigh residue from each group. [The residue sprouted group will usually weigh least SEVERAL PERCENT MORE than other group.] Analyze quantitatively residue each group mineral content. [Some mineral atoms sprouted group have been TRANSMUTED into heavier mineral elements FUSING with atoms oxygen, hydrogen, carbon, nitrogen, etc..] BIOLOGICAL TRANSMUTATIONS occur ROUTINELY, even bodies. Ingesting source organic silicon (silicon with carbon, such horsetail extract, radishes) SPEED HEALING BROKEN BONES reaction (much faster than merely ingesting calcium directly). Some MINERAL DEPOSITS ground formed micro- organisms FUSING together atoms silicon, carbon, nitrogen, oxygen, hydrogen, etc.. reactions <--> micro-organisms, cause STONE SICKNESS statues, building bricks, etc.. reaction catalysed very iron, creates CARBON-MONOXIDE POISON HAZARD welder operators people near woodstoves (even properly sealed ones). Some bacteria even NEUTRALIZE RADIOACTIVITY! THESE THINGS MORE HAPPEN, SPITE currently accepted laws physics, (including which says that atomic fusion requires EXTREMELY HIGH temperatures pressures.) BIOLOGICAL TRANSMUTATIONS, Their Applications CHEMISTRY, PHYSICS, BIOLOGY, ECOLOGY, MEDICINE, NUTRITION, AGRIGULTURE, GEOLOGY, Edition, Louis Kervran, Active Member York Academy Science, 1972, Pages, Illustrated, Swan House Publishing Co., P.O. 638, Binghamton, 13902 SECRET LIFE PLANTS, Peter Tompkins Christopher Bird, 1973, Pages, Harper Row, York [Chapters about RADIONICS. Entire book FASCINATING! more information, answers your questions, etc., please consult CITED SOURCES (the books). UN-altered REPRODUCTION DISSEMINATION this IMPORTANT Information ENCOURAGED.;2
985;'Hello, Subject says all. need Targa converter, that dta15 could make .FLI them. Krzysztof;1
1667;'Thanks Peter some very nice maps. have advice though. wrote that maps were reduced colors. understand JPEG pictures gets much better (and compressed files smaller) original color data when converting JPEG. Thanks again,;2
121;\tThat atheism mythology sense word. Religious paradoy would significantly more appropriate. \tThe part rendered null void simple fact that know several strong atheists. sure that others myself strong sense that find standard concept without meaning. attempt bring meaning either results destruction viability language, internal self contradiction. \tThe concept strong atheism just whimsical fantasy. They, exist. \tYour strawman pointless weak. Private note Jennifer Fakult. This post contain more following: sarcasm, cycnicism, irony, humor. Please aware this possibility allow yourself confused and/or thrown loop. doubt, assume above.';0
1604;'Could someone explain difference between Gaskins\' books: PEXLIB Programming Manual PHIGS Programming Manual would want book other book? have 80386 running UNIX (X11R4) desktop, IV/360 lab, access variety other systems (Alliant FX/2800, Cray Y/MP) network. Mostly, would like modeling/visualization rat, rabbit, monkey, human brain structure. Thanks, ------------------------------------------------------------------------------ Alexander-James Annala Principal Investigator Neuroscience Image Analysis Network HEDCO Neuroscience Building, Fifth Floor University Southern California University Park Angeles, 90089-2520';1
1916;think that changing meaning values here. Perhaps time backtrack take look word. value fair equivalent return something, such goods service. Monetary material worth. Worth measured usefulness importance- merit. principle, standard, quality considered inherently worthwhile desirable. Precise meaning, word. assigned calculated numerical quantity. Mus. relative duratation tone rest. relative darkness lightness color. distinctive quality speech speech sound. context moral system, definition four seems best. terms scientific usage, definitions eight might apply. Note that these definitions mean same thing. mind, that science basis values reach. Science basis observable fact. Even usages word value above denote observable fact, rather standard measurement. would conclude that science does have basis values, your statement above fails. fact, concludes that scientific measurements (values) based systems derived from observation, then must follow that scientific context, there such thing there such thing objective values. Back present. This nothing with moral system anyhow. Just because word values used both contexts does mean that there relationship between contexts. argue objective values moral sense) then must first start demonstrating that morality itself objective. Considering meaning word objective doubt that this will ever happen. back original question: objective morality is.....? provide objective foundation morality then that will good beginning.;3
1165;course, they then turn REverb, Gain, analog delay line Fuzz box. I\'d think they wouldn\'t notice distortion. forgot phase shifters. they compare Mechanical systems :-)';2
905;'Hi! need Windows driver Matrox PG-1281 SVGA card. moment Windows runs only 640x480 mode. have driver this card, please send with OEMSETUP.INF bockamp@Informatik.TU-Muenchen.DE Thanks!;1
837;why?;1
1209;'Hello, anybody help with conversion format files HPGL files. question follows: possible convert files that have been generated preprocessor format into HPGL format, suitable sending plotter. hardware involved RISC/6000 running 3.2.3. should this done what software involved, where available, what does cost, what problems? Regards, Dani -------------------------------- Cimad Consultants Antwerp, Belgium dani@cimad.be';1
91;understand sympathize with your pain. What happened Waco very tradgedy. Don\'t take Christians though. Branch Davidians were organized religion. They were cult ego-maniac cult leader. Christian faith stands only shoulders man, Lord Lords King Kings, Jesus Christ. BTW, David Koresh Jesus Christ claimed. with you, Malcolm;3
516;'The subject says all. bought Adobe Type Manager find completely useless. ftped some fonts couldn\'t install them. What\'s use? supposed able convert fonts Truetype? there\'s anyone there this program actually finds useful, enlighten me!';1
408;recently document describing JPEG (JFIF) file format. looking thru didn\'t idea determine size pixel without decoding whole image. height width JPEG JFIF? determine wether color greyscale picture? wrote small tool (lsgif) that returns filesize, picture size color resolution analizing header chunks. output looks like this: 157605 bla.gif 640x 248C24 this lsgif create index files archive since JPEG getting more more popular would like have similar tool JFIF, with output like this: 57605 bla.jpg 640x Please respond email, because don\'t read this news group very often. I\'ll post summary useful. Thanx advance, \t\t\t\t\t\t\t\tLarry';1
712;what being discussed could established disproven experiment observation, then would agree with you, Chris. burden proof would belong Bill. source document Christianity, Bible, simply assumes exists makes clear Calvinists, anyway :-)) that when person fellowship with God, because taken initiative revealing Himself that person. from Christian point view, burden proof belongs God. Bill being consistent with what Bible teaches relating experience with God, would error part assume that there direct, causal relationship between testimony someone else becoming convinced that exists that needs reconciled God. Please excuse missed earlier part this thread which Bill came across like egotist. What simply obedience scriptural command always ready give reason that you.;3
744;same works horrors history. claim that Christianity little with Crusades Inquisition deny awesome power that comes from faith absolute. What seems doing twisting reasonable statement that religion never solitary cause evil into unreasonable statement that religion evil impacts history. That absurd. Scott, Until this paragraph would willingly amend earlier statements, since your point(s) well made generally accurate. This last part though slips into hyperbole. Since I\'ve discussed objections such generalizations before, really don\'t feel need again. haven\'t seen those posts, Maddi, saves everything write.';0
1763;think can. Largely result efforts people reading this group writing letters making phone calls following happened: NASA reprogrammed funds keep NASP alive 1991. Efforts kill DC-X SSRT progam where twice twarted (Feb. June last year). Gouldin kept spite heavy lobbying against him. This what Mark thinking shows that readers sci.space have power influence. Allen;2
1538;apologize long delay getting response this posted. I\'ve been working reduced hours past couple weeks because born (the after Umar\'s article posted, btw). respond within couple days, turns that coincidental news software rearrangement caused postings from this site silently disappear rather than going into world. This revision that original response. [this response claim that Rushdie made false statements about life Mohammed, with disclaimer (fiction, know, where line between fact fiction?) stand this distinction between fiction false statements] seen that claim, might have been less sweeping. have made what consider factual misstatements about events book, which have raised past, ISLAM: clearer view thread well root more Rushdie [Re: ISLAMIC LAW] thread. statement that read book, that convinced that [inter alia] had. said before, want defend your position, then produce evidence, respond evidence have posted- have not. course, statement directly aimed you, broadly number Muslim posters have repeated propaganda about book, indicating that they haven\'t read narrowly Gregg Jaeger, subsequently admitted that hadn\'t fact read book, vindicating skepticism least that case. far, only things have regarding your case statements made concerning book clearer view posting, which have challenged (not interpretation, statements fact, instance Rushdie depicts women most respected family Islam whores), your claim (which seen before this) that have indeed read cover cover. willing resolve this down disagreement critical interpretation, you\'ll have support your end, responding criticism. have doubt ability particular Muslim through this book with highlighter finding passages take personal offense have upheld view that *is* intended attack Islam upon Muslims. This view must defended more than mere assertion, want anyone take seriously. appreciate welcome club. defending honest opinion that this book should construed calculated otherwise) insulting attack Islam, parallel opinion that most criticism book have seen baseless propaganda. have supported statements critical interpretationa with in-context quotes from book Rushdie\'s essays, which more than correspondents have done. course, more than welcome so.';0
1166;deleted deleted Evolution both fact theory. THEORY evolution represents scientific attempt explain FACT evolution. theory evolution does provide facts- explains facts. safely assumed that scientific theories neither provide become facts rather EXPLAIN facts. recommend that some appropriate reading general science. good starting point with regard evolution layman would Evolution Fact Theory Hen\'s Teeth Horse\'s Toes 253-262] Stephen Gould. There great deal other useful information this publication.;3
1531;have need displaying surfaces under using only Xlib, Does anyone know package, available internet, which will able work? looking STAND-ALONE package providing similar functions xprism3 available with Khoros, without numerous libraries required want able recompile various platforms, from SGIs i486s (UNIX). help will appreciated.;1
1610;there difference saying Absolute Truth exists, some people think Truth relative think there both examples, first statement fundamental disagreement between least people- second statement agreed upon all. another way, someone says objective values exist does agree that values subjective.';3
275;'Every time read about shuttle landing they mention double sonic booms. Having taken various relevant classes, have several ideas where they come from, none them very convincing. Exactly what causes them? they time pheneomenon, constant like supersonic shockwave that constantly produced plane, hear only when goes over you? ---------------------------------------------------------------------';2
778;you\'ve good propulsion system that\'s useful deceleration, sure chemical rockets that part... even just doing deceleration chemically major headache. We\'re talking seriously high cruising velocities- taking velocity down nearly zero Pluto orbit isn\'t easy with chemical fuels. Incidentally, solar sails going suitable acceleration system something like this. They don\'t anywhere quickly. speak head mission planning Canadian Solar Sail Project, although that more less honorary title right because CSSP dormant.) They can\'t mission like this unless start talking about very advanced systems that drop very close first.';2
1042;There couple things about your post others this thread that little confusing. atheist whom things understood processes nature exclusively. This definition does include atheists (see FAQ). However, (for one) think there need invoke divine spiritual explanations. makes difference claim that things understood natural processes, claim that observations require postulate divine intervention, anything spiritual, that matter. Humans omnipotent, neither science. However, science advantage theology doesn\'t: self- correcting, with nature judge. delightful scientific inquiry revealing self- consistent, simple picture universe. Science longer bunch separate branches, one. From particle physics psychology. aspect life, universe, safe from stern stony eye. even consciousness. There need recourse Divnity describe explain anything. There purpose direction event beyond those required physics, chemistry, biology, etc.- everything random, nothing determnined. Actually, determinism indeterminism philosophical question, science cannot whether whole thing actually somehow superdeterministic not. think question does have meaning, individual human beings their apparent free will illusion, does appear from their perspective. Bill, _for sure_ whether have free will not? This would also have include human intelligence course products. There nothing requiring that life evolve that acquire intelligence, it\'s just happy accident. Maybe. tell? seems intelligence useful when during history Earth _one species_ been able control third whole biosphere? This still result numerous happy accidents genetic machinery blindly replicates preserves. Even that machinery result same principle only systems that start replicating will survive, those which don\'t don\'t make (Recommended reading: t.o) atheist, event preferred another said have more less value than another naturalistic sense, thought -about- event have value. From whose perspective? value events things subjectively, from perspective. Nature does have values, because does have perspective values arise from awareness. have subjective perspective, easy assume that other people also think about what would like their position, will eventually discover Golden Rule. Morality necessarily gift from heavens, fact, product evolution. Perhaps aware ourselves because sense identity helpful, allows play roles others make respect others seem have identity, too. Bill, have ever read Aristotle? Ethica Nikomakhea (sp.) starters. then atheist judge value? What basis criticizing values ennumerated Bible purposes imputed God? what grounds behavior reliogious condemned? seems that, judging values that motivate others action, have have some standard against which conduct measured, what nature serve that purpose? What nature invoke establish your values. C.S. Lewis tells that this argument main reason abandoned atheism became Christian. argument severely flawed. Some values, such Golden Rule, have rational basis. Some others, like basic idea wanting live, probably roots brains wired. Lewis ignored very real possiblity that natural selection could also favour altruistic behaviour, morality well. Indeed, humans evolved better better building using tools, they also became better killing each other. logical necessity that evolution could only favour those knew tools, against one\'s people. Bible reveals quite nicely that morality early Jews beyond this. simple rules hold people together, under god. Their care much about people other nations. time things were quite different Jews were under rule _empire_, could longer simply ignore Gentiles. situation required morality, along with religion born. mutation meme pool.) Since every event entirely exclusively physical event, what difference could possibly make what -anyone- does, religious otherwise, there -meaning- gradation value. only atheist object -any- behaviour admit that objection entirely subjective that he(she) just doesn\'t like that\'s value judgement must prefaced disclaimer that nothing more than matter personal opinion carries weight absolute sense. looks like haven\'t bothered read philosophy. Whenever there observer, there subjective point view, which value existence happiness (even that were just result some physical event), other\'s happiness, too, observer comes think about absolutely objective sense, that without observers subjects, moral judgments lose their meaning. possible value simply exist without point view. This includes gods, too, their values only _their_ personal judgments, absolute truths, since such truths exist. fact that most people deliberately want hurt others manifestation have fought existence becoming social beings think value others\' existence. Morality property humans alone chimps, dolphins many other species show great care each other. Dolphins have sometimes saved humans from drowning, good deed indeed. That don\'t like what told people says nothing about God\'s commands, says only that there electrical event your nervous system that created emotional state that your mind coupled with pre-existing thought-set form that reaction. That your objections -seem- well founded you\'ve been conditioned- there truth content. whole your intellectual landscape illusion, virtual reality. last statement does logically follow. fact, there every reason believe thoughts model reality very well, senses convey reliable information. Solipsism still logical possibility, very likely one. continuously mixing different views: subjective point view (which share) objective point view, _which does exist_. observer thinker, personal being, point view. does matter whether this point view result some physical events not, does cease subjective. From non-observers non-point view, values exist. Neither does pain, pleasure, beauty, love. Such things inherently subjective. Once again, wants wives submit their husbands, even make leap faith into unknown, wants punish don\'t, disagree with morals. think morals come from supreme being remove morals means same than make zombie, machine without single thought. gave morality judge, disagree with him, fault. free replace morals. cannot what point giving someone moral system which disagrees with one\'s then this. must schizophrenic. this being have excluded yourself from discussion values, right, wrong, goood, evil, etc. cannot participate. Your opinion about Bible have weight whatsoever. Neither opinion god, that matter. cannot understand subjective opinion thing made matter less credible than opinion thing made something else. Bill, take note: Absolute values must independent _any_ being, _including_ gods. subjective viewpoint, point view, morals own. Petri;0
1284;Well, from Islamic viewpoint, homosexuality norm society. cannot really much about Islamic viewpoint homosexuality something have done much research on.';0
795;'Many this point have seen copy Lunar Resources Data Purchase now. This bill, also known Back Moon bill, would authorize U.S. government purchase lunar science data from private non-profit vendors, selected basis competitive bidding, with aggregate awards million. have copy bill, can\'t don\'t want through legalese contained Federal legislation,don\'t both have free resource evaluate bill you. Your local congressional office, listed phone book,is staffed people forward copy bill legal experts. Simply them consider supporting Lunar Resources Data Purchase Act. feedback, negative positive, from your congressional office, please forward David Anderman 3136 Yorba Linda Blvd., G-14, Fullerton, 92631, E-Mail David.Anderman@ofa123.fidonet.org. Another resource your local chapter National Space Society. Members chapter will happy work with evaluate support Back Moon bill. address telephone number nearest chapter you, please send E-mail, check latest issue Astra, library near you. Finally, have requested, received, information about Back Moon bill, please re-send your request. database bill recently corrupted, some information lost. authors bill thank your patience.;2
1221;You\'re assuming that their normal rotation carries areas surface into sunlight. Even Earth, each pole gets several weeks without sunlight mid-winter. Pluto Charon have much more extreme axial tilt much longer orbit. Pluto\'s north pole, example, gets over century darkness followed over century perpetual light. moment, we\'re luck Pluto Charon just past their equinox, when just horizon both poles each). probes there soon, only immediate vicinity pole each) will long-term shadow. This will steadily worse longer wait.';2
